value,count
80004,154
87108,154
89503,154
94306,154
94526,154
95070,154
11694,153
21204,153
34677,153
45242,153
80129,153
80919,153
95632,153
98686,153
00729,152
07016,152
08085,152
08087,152
15642,152
209XX,152
21771,152
44133,152
44720,152
45503,152
47905,152
55122,152
66216,152
74701,152
76903,152
81001,152
83301,152
88005,152
02116,151
02140,151
18504,151
37917,151
43605,151
53406,151
545XX,151
68107,151
88101,151
98108,151
98277,151
107XX,150
21037,150
214XX,150
27501,150
506XX,150
53172,150
61032,150
644XX,150
66604,150
74105,150
80301,150
80503,150
84405,150
85119,150
860XX,150
94133,150
95060,150
95117,150
97015,150
97222,150
98028,150
04210,149
06405,149
11530,149
14216,149
17201,149
40504,149
49444,149
55068,149
55123,149
55316,149
60015,149
60053,149
61615,149
62959,149
73064,149
80110,149
80521,149
93422,149
96744,149
97213,149
97306,149
98407,149
02906,148
06340,148
12306,148
22556,148
23116,148
261XX,148
29678,148
32605,148
38834,148
43221,148
48170,148
49442,148
55421,148
590XX,148
60008,148
64068,148
66212,148
73507,148
78757,148
96740,148
98271,148
02144,147
08721,147
10573,147
16801,147
48328,147
75460,147
80108,147
96753,147
98502,147
01845,146
03051,146
08742,146
14207,146
22150,146
42104,146
80132,146
85741,146
88030,146
95618,146
96792,146
00791,145
19958,145
40241,145
44514,145
654XX,145
75020,145
80907,145
85629,145
85718,145
94519,145
02840,144
07748,144
11050,144
13905,144
14304,144
28715,144
50158,144
53207,144
76033,144
78552,144
80516,144
826XX,144
91010,144
93657,144
94703,144
98112,144
01020,143
06880,143
07675,143
12020,143
12047,143
18944,143
40215,143
48858,143
84094,143
85750,143
95062,143
97045,143
98038,143
98106,143
10598,142
19348,142
30143,142
31768,142
36507,142
38024,142
38863,142
405XX,142
45150,142
47403,142
50310,142
55304,142
55426,142
78412,142
78633,142
91746,142
93041,142
98117,142
98372,142
02446,141
07450,141
17543,141
18966,141
20112,141
34481,141
35801,141
37931,141
40165,141
423XX,141
55347,141
55427,141
80526,141
94706,141
97303,141
19014,140
23693,140
32025,140
37912,140
43040,140
44446,140
48209,140
50263,140
55025,140
68516,140
75766,140
84058,140
84067,140
86442,140
92225,140
93561,140
97008,140
97754,140
99223,140
02138,139
14120,139
14623,139
28560,139
45245,139
45440,139
65109,139
80128,139
83705,139
01824,138
06067,138
17013,138
22902,138
32405,138
34110,138
40222,138
48042,138
80921,138
90031,138
93458,138
98801,138
98901,138
01760,137
27539,137
30705,137
43212,137
45103,137
45459,137
46614,137
64052,137
66223,137
68521,137
84037,137
95864,137
97477,137
97756,137
10512,136
11104,136
12309,136
56301,136
62801,136
673XX,136
736XX,136
80113,136
92835,136
11563,135
37803,135
43701,135
53188,135
55118,135
95032,135
95054,135
97140,135
97305,135
98607,135
11791,134
17356,134
19607,134
37664,134
43302,134
45005,134
45601,134
47715,134
59102,134
646XX,134
64801,134
85132,134
93101,134
95616,134
02453,133
035XX,133
14450,133
17268,133
22980,133
48085,133
51501,133
67216,133
68154,133
70124,133
78415,133
84054,133
94506,133
97330,133
98155,133
13212,132
16506,132
30736,132
40065,132
48306,132
52722,132
53213,132
60035,132
653XX,132
80631,132
84321,132
92865,132
94070,132
94401,132
96819,132
98008,132
98026,132
02445,131
404XX,131
44203,131
46350,131
49509,131
53546,131
68022,131
76110,131
80109,131
83616,131
83651,131
84128,131
90602,131
91011,131
95401,131
95776,131
98126,131
99502,131
01545,130
03062,130
045XX,130
15401,130
24060,130
39301,130
45420,130
542XX,130
595XX,130
84604,130
02180,129
12144,129
35640,129
48309,129
48327,129
561XX,129
60706,129
61008,129
693XX,129
71446,129
92844,129
95120,129
01609,128
02889,128
12401,128
172XX,128
22032,128
37205,128
40205,128
47201,128
48430,128
52402,128
527XX,128
53186,128
57701,128
65721,128
66049,128
73107,128
96826,128
98037,128
00725,127
01803,127
06824,127
17315,127
24073,127
258XX,127
37311,127
37876,127
40383,127
45255,127
54016,127
60185,127
60510,127
66213,127
67846,127
68106,127
73130,127
768XX,127
78028,127
92118,127
94579,127
97338,127
97501,127
98422,127
00969,126
02132,126
425XX,126
43537,126
47374,126
49006,126
49017,126
63052,126
70005,126
70471,126
93117,126
93907,126
94704,126
97070,126
98837,126
11010,125
14127,125
14206,125
37922,125
44515,125
55075,125
58078,125
60177,125
66605,125
93420,125
95242,125
96002,125
97478,125
98072,125
01757,124
01867,124
17036,124
32444,124
48382,124
78570,124
834XX,124
84663,124
85120,124
07006,123
07719,123
12901,123
46544,123
48842,123
49341,123
52501,123
65101,123
68801,123
75225,123
78703,123
93001,123
94062,123
01610,122
01876,122
16602,122
20903,122
32159,122
37862,122
40207,122
48603,122
54601,122
562XX,122
68502,122
70448,122
74464,122
77833,122
80439,122
85757,122
97068,122
98902,122
11725,121
21015,121
39465,121
41015,121
45039,121
46619,121
53151,121
77657,121
77662,121
78102,121
807XX,121
87107,121
91755,121
97128,121
97225,121
98146,121
98178,121
01886,120
02478,120
21158,120
52803,120
55116,120
55378,120
68135,120
76049,120
76087,120
84040,120
88001,120
047XX,119
072XX,119
07920,119
15090,119
16066,119
20151,119
27278,119
30741,119
47401,119
63640,119
68701,119
80003,119
803XX,119
84601,119
98225,119
99207,119
00956,118
06437,118
06489,118
246XX,118
29690,118
32080,118
40502,118
48329,118
55904,118
56001,118
80260,118
81004,118
84117,118
86409,118
94559,118
98011,118
00961,117
03820,117
06905,117
089XX,117
11714,117
11768,117
14617,117
149XX,117
26554,117
49441,117
54935,117
72956,117
75482,117
93212,117
93654,117
97132,117
00953,116
06776,116
17325,116
17408,116
18064,116
22655,116
263XX,116
37323,116
44903,116
45805,116
47304,116
48134,116
53703,116
58703,116
61920,116
81005,116
83706,116
97317,116
99216,116
99705,116
03054,115
04106,115
13027,115
14043,115
15239,115
169XX,115
43560,115
510XX,115
513XX,115
60048,115
90720,115
95135,115
058XX,114
12110,114
12302,114
28658,114
37814,114
39601,114
42303,114
46845,114
476XX,114
48081,114
48371,114
522XX,114
55372,114
688XX,114
79606,114
97035,114
97404,114
06074,113
06473,113
10567,113
11793,113
18976,113
23139,113
48162,113
48642,113
49221,113
53092,113
59801,113
60091,113
658XX,113
75455,113
80304,113
83605,113
84103,113
910XX,113
95341,113
98338,113
14086,112
37334,112
37620,112
37919,112
407XX,112
43402,112
45244,112
46304,112
50131,112
63901,112
684XX,112
79930,112
80122,112
80550,112
83687,112
95973,112
98632,112
04240,111
16803,111
17522,111
19010,111
19438,111
247XX,111
260XX,111
28037,111
48420,111
49426,111
53593,111
571XX,111
64157,111
74006,111
84780,111
86001,111
98520,111
00915,110
10990,110
32060,110
33455,110
37379,110
37934,110
53105,110
53562,110
597XX,110
85737,110
86326,110
883XX,110
92231,110
97304,110
98166,110
02852,109
14217,109
26301,109
27028,109
424XX,109
45102,109
49048,109
54313,109
93618,109
968XX,109
97267,109
97520,109
03301,108
262XX,108
44131,108
45385,108
52001,108
55110,108
60013,108
747XX,108
80033,108
855XX,108
98199,108
02346,107
10591,107
16101,107
289XX,107
51503,107
54303,107
55419,107
81504,107
93203,107
95472,107
97526,107
02474,106
03801,106
06825,106
21601,106
27030,106
41018,106
44202,106
48161,106
49417,106
52601,106
60051,106
60164,106
66614,106
80023,106
88007,106
94903,106
98229,106
98335,106
08057,105
54701,105
58501,105
594XX,105
60646,105
62864,105
678XX,105
74063,105
81007,105
84057,105
84092,105
877XX,105
93105,105
97212,105
022XX,104
07430,104
12010,104
14051,104
37659,104
42003,104
44067,104
525XX,104
55076,104
67218,104
75803,104
813XX,104
824XX,104
84124,104
98053,104
98665,104
00987,103
01923,103
08822,103
11776,103
18020,103
42420,103
46805,103
48864,103
53143,103
56303,103
61554,103
78332,103
78363,103
95993,103
97420,103
98626,103
98908,103
06410,102
11803,102
12304,102
37849,102
48178,102
49037,102
49525,102
60050,102
60134,102
65301,102
674XX,102
72762,102
84105,102
84660,102
92227,102
93060,102
94947,102
95603,102
97601,102
98275,102
98290,102
98406,102
98685,102
99577,102
15241,101
17901,101
267XX,101
37615,101
67203,101
74501,101
78114,101
79413,101
94954,101
98021,101
22802,100
256XX,100
28443,100
44484,100
46385,100
57103,100
59701,100
59715,100
67205,100
68144,100
74112,100
74135,100
79602,100
81301,100
83702,100
95215,100
95409,100
97062,100
98382,100
98584,100
02215,99
02745,99
162XX,99
17202,99
45371,99
60175,99
73003,99
80403,99
948XX,99
033XX,98
11783,98
24551,98
43160,98
44601,98
46052,98
47303,98
48348,98
49002,98
55033,98
573XX,98
58102,98
60439,98
68130,98
80915,98
83815,98
88201,98
96080,98
97322,98
98383,98
99337,98
053XX,97
28792,97
37804,97
45373,97
46545,97
53227,97
54914,97
66030,97
66208,97
73119,97
93905,97
97527,97
99224,97
02115,96
02891,96
24401,96
28804,96
30533,96
30577,96
62301,96
66047,96
74074,96
745XX,96
80005,96
80232,96
93933,96
95003,96
96150,96
97603,96
979XX,96
98040,96
11795,95
24151,95
41051,95
47711,95
50501,95
68506,95
70663,95
95367,95
95476,95
96782,95
98532,95
00610,94
03053,94
111XX,94
28613,94
40004,94
44406,94
48473,94
60098,94
60142,94
675XX,94
70634,94
76240,94
78705,94
80904,94
83854,94
84403,94
00794,93
051XX,93
13850,93
14618,93
17545,93
18901,93
252XX,93
257XX,93
35950,93
37172,93
44001,93
48640,93
511XX,93
53083,93
55902,93
57702,93
61115,93
78380,93
87401,93
95966,93
00924,92
12303,92
50021,92
52245,92
66044,92
67213,92
90270,92
93454,92
05401,91
25701,91
28043,91
30125,91
43202,91
44685,91
52405,91
54115,91
55126,91
66106,91
68803,91
73008,91
78211,91
79106,91
86401,91
98296,91
99202,91
00646,90
21811,90
37215,90
54911,90
68137,90
76067,90
82007,90
85614,90
86406,90
94127,90
28461,89
31410,89
37388,89
37865,89
40342,89
47712,89
53066,89
54304,89
54952,89
55317,89
55912,89
93630,89
93901,89
00778,88
00976,88
02176,88
28532,88
40391,88
40508,88
48150,88
49120,88
54729,88
61401,88
76086,88
86301,88
02467,87
048XX,87
08088,87
084XX,87
38583,87
39452,87
409XX,87
41091,87
49015,87
50014,87
521XX,87
52302,87
63379,87
73069,87
83607,87
00983,86
03110,86
08037,86
248XX,86
26501,86
32128,86
37643,86
79720,86
80303,86
84032,86
98248,86
01002,85
39350,85
43616,85
44691,85
534XX,85
55014,85
567XX,85
83440,85
83713,85
84109,85
845XX,85
97321,85
98370,85
99362,85
99515,85
17552,84
215XX,84
37801,84
40047,84
48708,84
596XX,84
60178,84
72802,84
72903,84
95501,84
95531,84
96825,84
98664,84
01821,83
264XX,83
66801,83
67501,83
83201,83
83401,83
84097,83
40503,82
426XX,82
67401,82
72104,82
74115,82
78411,82
84078,82
84104,82
96007,82
99163,82
06109,81
14072,81
14701,81
265XX,81
40031,81
42141,81
44138,81
47546,81
49316,81
51106,81
53029,81
55105,81
67226,81
78739,81
98074,81
98177,81
438XX,80
44024,80
44319,80
46176,80
504XX,80
50613,80
52241,80
55345,80
583XX,80
59602,80
60045,80
66209,80
95492,80
99645,80
14420,79
15102,79
16001,79
37110,79
38464,79
46131,79
49534,79
55021,79
61350,79
82601,79
97116,79
99354,79
13069,78
18902,78
21502,78
268XX,78
31503,78
44483,78
50010,78
53045,78
54703,78
55082,78
63028,78
65401,78
73020,78
81212,78
84075,78
01440,77
07076,77
15701,77
167XX,77
259XX,77
43920,77
44012,77
44805,77
45801,77
54880,77
591XX,77
59714,77
60491,77
73018,77
83835,77
84414,77
93405,77
19008,76
47302,76
47802,76
53027,76
55987,76
67204,76
72904,76
80528,76
827XX,76
829XX,76
835XX,76
95620,76
98292,76
052XX,75
13045,75
17815,75
40403,75
46517,75
48346,75
48442,75
49464,75
49686,75
54401,75
566XX,75
67601,75
79601,75
85131,75
00957,74
02492,74
06877,74
33852,74
44857,74
46151,74
49014,74
49301,74
61938,74
64093,74
85367,74
97471,74
99654,74
11762,73
157XX,73
251XX,73
26062,73
28734,73
30528,73
40422,73
46818,73
50401,73
56601,73
58504,73
585XX,73
82901,73
85375,73
97502,73
98110,73
06840,72
16510,72
35055,72
38506,72
39443,72
44236,72
45429,72
47203,72
52732,72
676XX,72
68510,72
898XX,72
97355,72
99709,72
999XX,72
00727,71
13126,71
17022,71
47025,71
48169,71
54302,71
54901,71
63128,71
64836,71
72450,71
82604,71
83404,71
84025,71
84651,71
99801,71
00662,70
43050,70
43512,70
580XX,70
63401,70
89433,70
89801,70
02043,69
06820,69
14534,69
277XX,69
28787,69
37069,69
48867,69
53072,69
54301,69
63090,69
639XX,69
67037,69
72901,69
95405,69
00603,68
00674,68
17257,68
20659,68
37355,68
37716,68
46953,68
73521,68
74403,68
76801,68
81501,68
83647,68
84720,68
921XX,68
98272,68
98273,68
98802,68
00719,67
17015,67
37303,67
412XX,67
42103,67
45662,67
47591,67
48182,67
53095,67
54130,67
54220,67
55038,67
58554,67
65536,67
74021,67
84093,67
94024,67
04005,66
28739,66
47362,66
48706,66
53090,66
53150,66
587XX,66
619XX,66
63755,66
65714,66
68025,66
73129,66
769XX,66
84721,66
87002,66
95965,66
98043,66
98362,66
00959,65
15143,65
28607,65
28752,65
44116,65
45356,65
50208,65
52246,65
54311,65
59405,65
61611,65
63501,65
74017,65
85546,65
87301,65
97058,65
98671,65
00612,64
00736,64
01887,64
03431,64
04011,64
12804,64
16335,64
40701,64
45750,64
46970,64
472XX,64
48116,64
53545,64
60450,64
623XX,64
63020,64
69101,64
84606,64
95521,64
95949,64
98926,64
13820,63
14424,63
25177,63
28570,63
37055,63
57105,63
584XX,63
73703,63
74075,63
881XX,63
95370,63
28630,62
28681,62
40014,62
42431,62
54494,62
73533,62
74801,62
98284,62
00676,61
00985,61
23061,61
36265,61
417XX,61
48446,61
52317,61
55447,61
607XX,61
668XX,61
81401,61
85541,61
88203,61
98531,61
04330,60
14020,60
15101,60
16509,60
538XX,60
54902,60
55060,60
691XX,60
70380,60
99203,60
00971,59
01720,59
04901,59
18411,59
44460,59
49036,59
49445,59
49684,59
53189,59
57006,59
58503,59
593XX,59
68601,59
74820,59
83202,59
53149,58
677XX,58
79015,58
79065,58
84108,58
99004,58
00738,57
01056,57
01890,57
15044,57
17225,57
24141,57
37148,57
45066,57
65810,57
84341,57
97013,57
97333,57
00783,56
02747,56
16823,56
17078,56
25526,56
37212,56
37821,56
46750,56
47331,56
634XX,56
64850,56
99516,56
00693,55
14845,55
35633,55
55410,55
586XX,55
78382,55
89406,55
00777,54
42071,54
43140,54
56401,54
61244,54
65775,54
83442,54
98022,54
01945,53
02879,53
28547,53
48176,53
49428,53
49601,53
54449,53
57401,53
59404,53
83402,53
85621,53
15650,52
28139,52
43078,52
43725,52
44641,52
52403,52
78624,52
98221,52
99212,52
24740,51
30728,51
37091,51
415XX,51
45365,51
61571,51
737XX,51
825XX,51
93103,51
97801,51
00678,50
17044,50
249XX,50
413XX,50
45331,50
47274,50
47408,50
54650,50
873XX,50
96130,50
97071,50
00602,49
00698,49
03833,49
52761,49
53005,49
54481,49
55313,49
57201,49
73044,49
820XX,49
82718,49
02809,48
12078,48
38242,48
414XX,48
47404,48
49085,48
64506,48
74804,48
98075,48
26101,47
37743,47
46526,47
46725,47
47933,47
51104,47
53913,47
56007,47
68901,47
72501,47
73109,47
83338,47
83501,47
93960,47
95969,47
976XX,47
02050,46
40741,46
42503,46
45701,46
516XX,46
55811,46
62650,46
690XX,46
830XX,46
00745,45
46528,45
53589,45
66762,45
83843,45
97838,45
00718,44
00730,44
43113,44
46041,44
47250,44
47421,44
49855,44
54904,44
998XX,44
00617,43
05452,43
416XX,43
508XX,43
686XX,43
00624,42
00771,42
25705,42
46158,42
49315,42
54751,42
55057,42
00923,41
03867,41
408XX,41
41501,41
48813,41
54913,41
72601,41
792XX,41
00659,40
42066,40
46580,40
54403,40
55744,40
67801,40
822XX,40
84302,40
00728,39
46947,39
49307,39
73036,39
738XX,39
831XX,39
865XX,39
266XX,38
45177,38
46563,38
28659,37
588XX,37
61021,37
00637,36
00754,36
00784,36
45133,36
56308,36
61081,36
67502,36
796XX,36
45056,35
47803,35
50125,35
94019,35
30512,34
49401,34
53916,34
61455,34
00682,33
44883,33
48114,33
592XX,33
98264,33
00680,32
49707,32
512XX,32
67114,32
72653,32
79072,32
99403,32
00692,31
00716,31
67901,31
689XX,31
73701,31
576XX,30
40351,29
46135,29
524XX,29
54022,29
78801,29
85350,29
82070,28
83221,28
47240,27
543XX,27
828XX,27
42718,26
44663,26
45638,26
47265,26
00687,25
48846,25
68845,25
00623,24
00685,24
00795,24
101XX,24
85349,24
40353,23
418XX,23
00627,22
00669,22
118XX,22
635XX,22
00683,21
00739,21
00769,21
00751,20
00757,20
00766,20
574XX,20
669XX,20
739XX,19
00720,18
44654,18
572XX,18
602XX,18
00641,17
00767,16
00703,12
00705,11
98944,9
00667,5
679XX,3
994XX,2
 then this charge-off is invalid. Under XXXX,1
581XX,1
